"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",826.073949166667,19.9437698089733,350,786.849240681209,865.298657652124,"Emmeans test"
"Middlestream",616.795821523178,17.7790848368826,350,581.828539683054,651.763103363303,"Emmeans test"
"Upstream",373.444579878049,24.126312551985,350,325.993792702655,420.895367053443,"Emmeans test"
