"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",0.3716225,0.0123035177620997,222,0.347375866557775,0.395869133442226,"Emmeans test"
"Middlestream",0.235788333333333,0.0109471351600996,222,0.214214733115753,0.257361933550914,"Emmeans test"
"Upstream",0.141981320754717,0.0147332365556779,222,0.112946422517438,0.171016218991997,"Emmeans test"
