"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",0.266317021276596,0.0195562826682622,221,0.227776354580654,0.304857687972538,"Emmeans test"
"dry2wet5",0.222696666666667,0.0223451865402357,221,0.17865975017724,0.266733583156094,"Emmeans test"
"other",0.295140303030303,0.0134746544771749,221,0.268585043226732,0.321695562833875,"Emmeans test"
"wet2wet5",0.201189069767442,0.0204456540072079,221,0.160895668928479,0.241482470606405,"Emmeans test"
