"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",0.0487787234042547,0.0113988918160705,221,0.0263142858811027,0.0712431609274068,"Emmeans test"
"dry2wet5",0.0358461111111111,0.0130244775197195,221,0.0101780403692747,0.0615141818529476,"Emmeans test"
"other",0.0193409090909091,0.007854055458787,221,0.00386248004673251,0.0348193381350856,"Emmeans test"
"wet2wet5",0.0508981395348844,0.0119172852065183,221,0.027412074986927,0.0743842040828417,"Emmeans test"
