"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",0.0346176315789474,0.00905807599882497,222,0.0167668142206889,0.0524684489372059,"Emmeans test"
"Middlestream",0.0397732291666667,0.00805948218769174,222,0.0238903480169296,0.0556561103164037,"Emmeans test"
"Upstream",0.0233445283018868,0.01084687964942,222,0.00196850236062448,0.0447205542431492,"Emmeans test"
