"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",38.5561847826087,2.12207702192006,320,34.381199895007,42.7311696702104,"Emmeans test"
"dry2wet5",28.9749199999999,4.07084955064874,320,20.965910346674,36.9839296533258,"Emmeans test"
"other",28.3026875,1.7990783265337,320,24.7631718522155,31.8422031477845,"Emmeans test"
"wet2wet5",22.9772531645569,2.29003178796252,320,18.4718332348786,27.4826730942352,"Emmeans test"
