"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",17.6052222222223,1.56191836343555,321,14.5323326061544,20.6781118382901,"Emmeans test"
"Middlestream",26.7742230215827,1.37677448401235,321,24.0655820870572,29.4828639561083,"Emmeans test"
"Upstream",53.0715324675325,1.84980030230019,321,49.4322691911636,56.7107957439015,"Emmeans test"
