"id","emmean","se","df","conf.low","conf.high","method"
"1",60.1233793103449,2.70737319878107,312,54.7963612873017,65.450397333388,"Emmeans test"
"2",59.1110714285715,2.75529502884162,312,53.6897625805527,64.5323802765902,"Emmeans test"
"3",34.3909999999999,3.26010904332096,312,27.9764208652594,40.8055791347404,"Emmeans test"
"4",38.5013846153847,2.85930478026001,312,32.875426544781,44.1273426859883,"Emmeans test"
"5",24.8831428571427,2.75529502884162,312,19.461834009124,30.3044517051614,"Emmeans test"
"7",33.0980714285713,2.75529502884162,312,27.6767625805526,38.51938027659,"Emmeans test"
"8",22.37,2.70737319878106,312,17.0429819769569,27.6970180230431,"Emmeans test"
"9",16.0134642857144,2.75529502884162,312,10.5921554376957,21.4347731337331,"Emmeans test"
"10",19.1978214285715,2.75529502884162,312,13.7765125805528,24.6191302765902,"Emmeans test"
"11",15.3695555555556,2.80585511813384,312,9.84876485293787,20.8903462581732,"Emmeans test"
"12",18.0641923076924,2.85930478026001,312,12.4382342370887,23.6901503782961,"Emmeans test"
"13",17.7473333333334,2.80585511813384,312,12.2265426307157,23.2681240359511,"Emmeans test"
