"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",0.266324736842105,0.0342835906058011,222,0.198761811297116,0.333887662387094,"Emmeans test"
"Middlestream",0.0753553125,0.0305040483048954,222,0.0152407589183322,0.135469866081668,"Emmeans test"
"Upstream",0.0162843396226418,0.0410539701035134,222,-0.0646210228676143,0.0971897021128979,"Emmeans test"
