"id","emmean","se","df","conf.low","conf.high","method"
"1",0.0142154999999999,0.0657988092869986,213,-0.115484736573148,0.143915736573147,"Emmeans test"
"2",0.0248157894736845,0.0675081539214402,213,-0.108253845510688,0.157885424458057,"Emmeans test"
"3",0.00766142857142806,0.0786446193199585,213,-0.147360004818237,0.162682861961093,"Emmeans test"
"4",0.0881922222222222,0.0693580348913186,213,-0.048523831322384,0.224908275766828,"Emmeans test"
"5",0.0224505555555551,0.0693580348913186,213,-0.114265497989051,0.159166609100161,"Emmeans test"
"7",0.052633,0.0657988092869986,213,-0.0770672365731474,0.182333236573147,"Emmeans test"
"8",0.0733364999999997,0.0657988092869986,213,-0.0563637365731477,0.203036736573147,"Emmeans test"
"9",0.1361575,0.0657988092869986,213,0.00645726342685249,0.265857736573147,"Emmeans test"
"10",0.160408421052632,0.0675081539214403,213,0.0273387860682593,0.293478056037005,"Emmeans test"
"11",0.485018421052631,0.0675081539214402,213,0.351948786068259,0.618088056037004,"Emmeans test"
"12",0.220528947368422,0.0675081539214403,213,0.0874593123840491,0.353598582352794,"Emmeans test"
"13",0.199343157894737,0.0675081539214402,213,0.0662735229103646,0.33241279287911,"Emmeans test"
