"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",0.0806227659574467,0.0459547408676181,221,-0.00994282776613049,0.171188359681024,"Emmeans test"
"dry2wet5",0.194829444444444,0.0525083051065538,221,0.0913483729029287,0.298310515985959,"Emmeans test"
"other",0.128304848484849,0.031663699348353,221,0.0659034144471884,0.190706282522509,"Emmeans test"
"wet2wet5",0.11238488372093,0.048044648756026,221,0.0177005909215277,0.207069176520333,"Emmeans test"
