"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",7.86383333333334,0.0223455121222335,350,7.81988496212027,7.90778170454641,"Emmeans test"
"Middlestream",7.89649006622517,0.019920143460843,350,7.85731182521436,7.93566830723598,"Emmeans test"
"Upstream",7.89658536585367,0.027031740476297,350,7.84342028471839,7.94975044698894,"Emmeans test"
