"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",7.9408695652174,0.0236102973807669,349,7.89443319695277,7.98730593348203,"Emmeans test"
"dry2wet5",7.97648648648649,0.0372301262426293,349,7.90326284915316,8.04971012381983,"Emmeans test"
"other",7.7736551724138,0.0188066468626825,349,7.73666654980332,7.81064379502428,"Emmeans test"
"wet2wet5",7.98329113924051,0.0254789675241302,349,7.93317949939658,8.03340277908444,"Emmeans test"
