"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",0.00100723684210526,0.000101546512065859,222,0.000807118379808085,0.00120735530440244,"Emmeans test"
"Middlestream",0.000412083333333333,9.03516712956677e-05,222,0.000234026626531403,0.000590140040135262,"Emmeans test"
"Upstream",6.50521303491303e-19,0.000121600083211891,222,-0.000239638183257248,0.000239638183257249,"Emmeans test"
