"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",0.651008828369565,0.089756154467247,349,0.474477809905838,0.827539846833292,"Emmeans test"
"dry2wet5",0.365544652972975,0.141532862038013,349,0.0871800056687734,0.643909300277177,"Emmeans test"
"other",0.476753976758621,0.0714947496677005,349,0.336139207236003,0.617368746281239,"Emmeans test"
"wet2wet5",0.669661303437708,0.09686003136177,349,0.479158489606024,0.860164117269392,"Emmeans test"
