"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",0.00297787234042553,0.000277028924447475,221,0.00243191585046372,0.00352382883038735,"Emmeans test"
"dry2wet5",0.000839166666666673,0.000316535770055413,221,0.000215351812995754,0.00146298152033759,"Emmeans test"
"other",0.00198020202020202,0.000190878251272731,221,0.00160402750960622,0.00235637653079782,"Emmeans test"
"wet2wet5",0.00264860465116279,0.000289627514355484,221,0.00207781941114044,0.00321938989118514,"Emmeans test"
