"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",0.0707355319148937,0.015418755436629,221,0.0403489229550136,0.101122140874774,"Emmeans test"
"dry2wet5",0.0689758333333333,0.0176176102735973,221,0.0342558174156017,0.103695849251065,"Emmeans test"
"other",0.0565073737373737,0.0106238187236787,221,0.0355704163711405,0.077444331103607,"Emmeans test"
"wet2wet5",0.0615060465116278,0.0161199622764036,221,0.0297375297753517,0.0932745632479039,"Emmeans test"
