"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",0.0671681578947369,0.0120133464892329,222,0.0434933671258594,0.0908429486636144,"Emmeans test"
"Middlestream",0.07220625,0.0106889533778588,222,0.0511414505300188,0.0932710494699811,"Emmeans test"
"Upstream",0.037926603773585,0.0143857617856591,222,0.00957647663526913,0.0662767309119008,"Emmeans test"
