"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",198.95914893617,7.1146777717947,221,184.937853104894,212.980444767447,"Emmeans test"
"dry2wet5",201.7825,8.12929556609587,221,185.761639788454,217.803360211546,"Emmeans test"
"other",206.623707070707,4.90214967320725,221,196.962764863356,216.284649278058,"Emmeans test"
"wet2wet5",161.450418604651,7.43823570984483,221,146.791468938096,176.109368271207,"Emmeans test"
