"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",3142.10869565218,83.9748976956001,349,2976.94816372452,3307.26922757984,"Emmeans test"
"dry2wet5",2926.45945945946,132.416631268942,349,2666.02447404604,3186.89444487288,"Emmeans test"
"other",3260.86206896551,66.8897227689108,349,3129.30439523005,3392.41974270098,"Emmeans test"
"wet2wet5",2173.80886075949,90.621208904013,349,1995.57646658893,2352.04125493004,"Emmeans test"
