"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",3509.975,72.0551944009222,350,3368.25936537773,3651.69063462227,"Emmeans test"
"Middlestream",2861.24437086093,64.2343662438217,350,2734.91046735145,2987.5782743704,"Emmeans test"
"Upstream",2300.78048780488,87.1663761546483,350,2129.34470975747,2472.21626585229,"Emmeans test"
