"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",0.0052942105263158,0.00224056290318822,222,0.000878716643322244,0.00970970440930935,"Emmeans test"
"Middlestream",0.0119510416666667,0.00199355545382826,222,0.00802232719082602,0.0158797561425073,"Emmeans test"
"Upstream",0.0025445283018868,0.00268303292674851,222,-0.0027429445287446,0.00783200113251821,"Emmeans test"
