"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",0.00546638297872341,0.00289892293626759,221,-0.000246687575591699,0.0111794535330385,"Emmeans test"
"dry2wet5",0.0100088888888889,0.00331233572737182,221,0.00348108248420455,0.0165366952935732,"Emmeans test"
"other",0.00620505050505051,0.00199741359770569,221,0.00226863513261108,0.0101414658774899,"Emmeans test"
"wet2wet5",0.0105344186046512,0.00303075877731487,221,0.00456153173991687,0.0165073054693855,"Emmeans test"
