"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",0.00217565789473685,0.000687959065116604,222,0.000819891877433852,0.00353142391203984,"Emmeans test"
"Middlestream",0.0044084375,0.000612116064370357,222,0.00320213584515092,0.00561473915484907,"Emmeans test"
"Upstream",0.00132509433962265,0.000823818345531142,222,-0.000298410566316186,0.00294859924556148,"Emmeans test"
