"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",0.00196106382978723,0.000885895113563484,221,0.000215180479736008,0.00370694717983845,"Emmeans test"
"dry2wet5",0.00195222222222223,0.00101223181846238,221,-4.26399812014635e-05,0.00394708442564593,"Emmeans test"
"other",0.00404606060606061,0.000610398753217975,221,0.00284311343565732,0.00524900777646389,"Emmeans test"
"wet2wet5",0.00222744186046511,0.000926183430964115,221,0.00040216005626913,0.0040527236646611,"Emmeans test"
