"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",17.6681981254868,1.78598685758903,350,14.1555816784063,21.1808145725673,"Emmeans test"
"Middlestream",33.6092183362914,1.59213690103593,350,30.4778591995662,36.7405774730167,"Emmeans test"
"Upstream",66.7649540670732,2.16053823086863,350,62.5156830872518,71.0142250468946,"Emmeans test"
