"term",".y.","group1","group2","df","statistic","p","p.adj","p.adj.signif"
"spi_grop","poll","dry2dry5","dry2wet5",349,1.39864606747345,0.162807141744752,0.976842850468514,"ns"
"spi_grop","poll","dry2dry5","other",349,1.60450104347744,0.109508157137377,0.657048942824265,"ns"
"spi_grop","poll","dry2dry5","wet2wet5",349,4.2236035232223,3.07145856264002e-05,0.000184287513758401,"***"
"spi_grop","poll","dry2wet5","other",349,-0.317139020450051,0.751327751756258,1,"ns"
"spi_grop","poll","dry2wet5","wet2wet5",349,1.88530117465433,0.0602196679971034,0.36131800798262,"ns"
"spi_grop","poll","other","wet2wet5",349,3.10347948120942,0.00206875984632304,0.0124125590779382,"*"
