"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",86.2844078947368,2.17927538510106,222,81.9896937768785,90.5791220125952,"Emmeans test"
"Middlestream",71.6172760416666,1.93902448495414,222,67.7960261494602,75.4385259338731,"Emmeans test"
"Upstream",46.2006018867925,2.60964224943588,222,41.0577606066887,51.3434431668963,"Emmeans test"
