"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",69.7895957446809,3.29637429314949,221,63.2932454365762,76.2859460527855,"Emmeans test"
"dry2wet5",68.2585833333333,3.76646726457899,221,60.835794354071,75.6813723125957,"Emmeans test"
"other",78.7080909090909,2.27126521850269,221,74.2319807377821,83.1842010803997,"Emmeans test"
"wet2wet5",54.6973116279069,3.44628523831712,221,47.9055233845982,61.4890998712157,"Emmeans test"
