"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",1.65601147184782,0.345947748241512,349,0.975606783224578,2.33641616047107,"Emmeans test"
"dry2wet5",0.98764664405406,0.545511059546277,349,-0.085256083302336,2.06054937141046,"Emmeans test"
"other",0.766282433034486,0.275562693226313,349,0.224309983628803,1.30825488244017,"Emmeans test"
"wet2wet5",0.884552551518988,0.373328268608413,349,0.150296278287138,1.61880882475084,"Emmeans test"
