"id_grop","emmean","se","df","conf.low","conf.high","method"
"Downstream",352.637368421052,8.32392274099343,222,336.233352317301,369.041384524804,"Emmeans test"
"Middlestream",229.929145833333,7.40626453912082,222,215.333565534389,244.524726132278,"Emmeans test"
"Upstream",154.438396226415,9.96774460650791,222,134.794888215705,174.081904237125,"Emmeans test"
