"spi_grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5",12.9328765957447,1.39408277480228,221,10.1854792257217,15.6802739657676,"Emmeans test"
"dry2wet5",13.7909138888889,1.59289166473551,221,10.651712652401,16.9301151253768,"Emmeans test"
"other",11.7793151515151,0.960549815202234,221,9.88630558008784,13.6723247229425,"Emmeans test"
"wet2wet5",17.2445302325581,1.45748220940133,221,14.3721880292536,20.1168724358627,"Emmeans test"
